"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PBXIP1",0,2.01970945813391,0.437,0.141,0,"1","PBXIP1"
"ARHGEF1",0,1.34429060959745,0.614,0.32,0,"1","ARHGEF1"
"PRMT2",0,1.357209343348,0.614,0.321,0,"1","PRMT2"
"CD247",0,0.415168808477176,0.564,0.271,0,"1","CD247"
"FOXP1",0,0.518691073063053,0.737,0.445,0,"1","FOXP1"
"PIM2",0,1.64540173169937,0.417,0.125,0,"1","PIM2"
"RPS2",0,1.39847712739424,0.994,0.704,0,"1","RPS2"
"TRABD2A",0,3.04129920054931,0.363,0.073,0,"1","TRABD2A"
"TRBC2",0,0.929156864417759,0.565,0.275,0,"1","TRBC2"
"ERP29",0,1.14056599168658,0.665,0.378,0,"1","ERP29"
"RPS15A",0,1.46353838375599,0.995,0.708,0,"1","RPS15A"
"CCND3",0,0.798175375894457,0.703,0.416,0,"1","CCND3"
"RAN",0,1.39887170547092,0.613,0.327,0,"1","RAN"
"BTF3",0,1.09583383150687,0.961,0.676,0,"1","BTF3"
"S1PR1",0,2.52917232838505,0.381,0.097,0,"1","S1PR1"
"TRIR",0,0.981035105274458,0.679,0.395,0,"1","TRIR"
"ARHGDIB",0,0.486842458981742,0.927,0.644,0,"1","ARHGDIB"
"FBL",0,1.95743460128402,0.493,0.21,0,"1","FBL"
"SRSF5",0,0.513165876172076,0.814,0.531,0,"1","SRSF5"
"TBC1D10C",0,1.33400939518381,0.525,0.244,0,"1","TBC1D10C"
"MYH9",0,0.74439008730904,0.79,0.509,0,"1","MYH9"
"SNHG6",0,1.0652901351582,0.592,0.311,0,"1","SNHG6"
"CYFIP2",0,1.3495733640703,0.556,0.276,0,"1","CYFIP2"
"MYL12A",0,0.363303877056179,0.908,0.628,0,"1","MYL12A"
"RPS14",0,1.51711429657618,0.995,0.718,0,"1","RPS14"
"TESPA1",0,2.67361487279511,0.36,0.084,0,"1","TESPA1"
"ANXA6",0,1.52784191984988,0.505,0.23,0,"1","ANXA6"
"RPLP2",0,1.27501067192695,0.995,0.722,0,"1","RPLP2"
"HNRNPDL",0,0.913569011996071,0.7,0.427,0,"1","HNRNPDL"
"MGAT4A",0,1.4187461983696,0.509,0.237,0,"1","MGAT4A"
"HIGD2A",0,1.09168173540518,0.644,0.372,0,"1","HIGD2A"
"ITGB7",0,1.9477774090686,0.413,0.141,0,"1","ITGB7"
"SELENOH",0,1.37957907274006,0.562,0.291,0,"1","SELENOH"
"SOD1",0,1.18158537420004,0.662,0.391,0,"1","SOD1"
"ARL4C",0,0.539671481203553,0.572,0.301,0,"1","ARL4C"
"LY6E",0,1.03530720188363,0.594,0.323,0,"1","LY6E"
"PEBP1",0,1.632648412213,0.502,0.232,0,"1","PEBP1"
"PLSCR3",0,2.76286755817689,0.364,0.096,0,"1","PLSCR3"
"SELPLG",0,0.950864064876659,0.541,0.274,0,"1","SELPLG"
"ISG20",0,0.721747618246573,0.605,0.338,0,"1","ISG20"
"DGKA",0,2.32744354598375,0.383,0.117,0,"1","DGKA"
"ACAP1",0,1.34795678795464,0.535,0.269,0,"1","ACAP1"
"PFN1",0,0.492789835166719,0.98,0.715,0,"1","PFN1"
"CRIP1",0,0.88245344062641,0.646,0.382,0,"1","CRIP1"
"SNHG5",0,1.07258768601516,0.566,0.303,0,"1","SNHG5"
"EEF1A1",0,1.83749643909972,0.997,0.735,0,"1","EEF1A1"
"SLC38A1",0,1.27902347223251,0.497,0.235,0,"1","SLC38A1"
"ENSG00000268027",0,2.71639566541158,0.352,0.09,0,"1","ENSG00000268027"
"CUTA",0,1.42899197910592,0.553,0.292,0,"1","CUTA"
"CLEC2D",0,1.20748633798941,0.516,0.255,0,"1","CLEC2D"
"ARHGEF18",0,1.27924089715044,0.511,0.25,0,"1","ARHGEF18"
"RPS9",0,1.17857430654698,0.99,0.73,0,"1","RPS9"
"EIF4A2",0,1.16565999944738,0.588,0.329,0,"1","EIF4A2"
"EDF1",0,0.941704481105013,0.677,0.42,0,"1","EDF1"
"SERINC5",0,1.62671669776218,0.412,0.156,0,"1","SERINC5"
"SPTAN1",0,1.70097751034261,0.456,0.2,0,"1","SPTAN1"
"NDFIP1",0,1.16250404758827,0.586,0.33,0,"1","NDFIP1"
"CHASERR",0,1.1547612275232,0.606,0.351,0,"1","CHASERR"
"IL16",0,1.61522710139406,0.446,0.192,0,"1","IL16"
"CIRBP",0,0.728868774433505,0.703,0.449,0,"1","CIRBP"
"SELENOW",0,1.43121601918886,0.492,0.241,0,"1","SELENOW"
"KLF12",0,0.684881834572672,0.493,0.243,0,"1","KLF12"
"ARHGAP45",0,1.3748285407638,0.483,0.235,0,"1","ARHGAP45"
"RPL21",0,0.557453598024529,0.992,0.745,0,"1","RPL21"
"SNRPN",0,1.60540975967889,0.43,0.183,0,"1","SNRPN"
"SSR4",0,0.72401024669024,0.667,0.422,0,"1","SSR4"
"ITM2A",0,1.96314496587177,0.373,0.128,0,"1","ITM2A"
"SLFN5",0,1.68154970871783,0.421,0.176,0,"1","SLFN5"
"PABPC1",0,0.860351223425517,0.944,0.701,0,"1","PABPC1"
"SATB1",0,2.03281686379382,0.37,0.129,0,"1","SATB1"
"RBL2",0,1.09765141235282,0.552,0.312,0,"1","RBL2"
"ENSG00000290823",0,1.52789436675596,0.396,0.156,0,"1","ENSG00000290823"
"RPL30",0,1.44526363863994,0.995,0.755,0,"1","RPL30"
"MAML2",0,0.704137376167004,0.513,0.273,0,"1","MAML2"
"SF1",0,0.562375236147711,0.707,0.467,0,"1","SF1"
"TSTD1",0,1.14196248624672,0.463,0.225,0,"1","TSTD1"
"OCIAD2",0,1.96237152580065,0.391,0.154,0,"1","OCIAD2"
"ABRACL",0,1.48809655648272,0.476,0.239,0,"1","ABRACL"
"SUSD3",0,2.82764065704547,0.304,0.067,0,"1","SUSD3"
"HNRNPA0",0,1.17907105557779,0.518,0.282,0,"1","HNRNPA0"
"PPIB",0,0.779882034868049,0.659,0.423,0,"1","PPIB"
"TMC8",0,1.61562979579166,0.439,0.203,0,"1","TMC8"
"PLCG1",0,3.07117660399418,0.283,0.048,0,"1","PLCG1"
"SPTBN1",0,2.01749112841909,0.383,0.149,0,"1","SPTBN1"
"REX1BD",0,1.61413781260136,0.445,0.211,0,"1","REX1BD"
"DNAJB1",0,1.05587265712796,0.451,0.218,0,"1","DNAJB1"
"DENND2D",0,2.0126225334185,0.357,0.124,0,"1","DENND2D"
"CD28",0,2.47897849240154,0.305,0.072,0,"1","CD28"
"ESYT1",0,2.28349351159324,0.336,0.104,0,"1","ESYT1"
"KCNA3",0,2.50368520132103,0.312,0.08,0,"1","KCNA3"
"KIF2A",0,0.742507600702054,0.509,0.277,0,"1","KIF2A"
"EEIG1",0,3.08962735783354,0.289,0.059,0,"1","EEIG1"
"BBLN",0,0.796859209189737,0.544,0.315,0,"1","BBLN"
"FUS",0,0.684713260336048,0.623,0.394,0,"1","FUS"
"NCK2",0,1.12214107048156,0.411,0.183,0,"1","NCK2"
"FAU",0,0.884641368483925,0.993,0.765,0,"1","FAU"
"UCP21",0,0.914838357329312,0.697,0.469,0,"1","UCP2"
"ATP5F1A",0,1.35345403011671,0.486,0.258,0,"1","ATP5F1A"
"CD8B",0,2.23349515853652,0.335,0.109,0,"1","CD8B"
"ABHD14B",0,2.13633569829327,0.351,0.125,0,"1","ABHD14B"
"HMGN1",0,0.875356187945859,0.551,0.326,0,"1","HMGN1"
"TXK",0,1.60387324178829,0.353,0.128,0,"1","TXK"
"CD69",0,1.31701213182704,0.455,0.231,0,"1","CD69"
"ITGA6",0,2.54891805684205,0.295,0.073,0,"1","ITGA6"
"RASGRP2",0,0.883204222321258,0.488,0.267,0,"1","RASGRP2"
"GIMAP1",0,1.82251510748497,0.401,0.181,0,"1","GIMAP1"
"MZT2A",0,1.38075036973843,0.477,0.257,0,"1","MZT2A"
"TECR",0,1.18609142489412,0.397,0.178,0,"1","TECR"
"CDKN1B",0,1.154235346904,0.497,0.278,0,"1","CDKN1B"
"RPL28",0,1.4331258559401,0.996,0.777,0,"1","RPL28"
"TUBB",0,1.22650826216904,0.438,0.22,0,"1","TUBB"
"PHB2",0,1.48008937558816,0.451,0.234,0,"1","PHB2"
"THEM4",0,2.81470233701136,0.284,0.067,0,"1","THEM4"
"ANP32B",0,0.843972164369119,0.713,0.496,0,"1","ANP32B"
"ICAM2",0,1.5859977840363,0.371,0.155,0,"1","ICAM2"
"NDUFB11",0,0.974029968346625,0.577,0.361,0,"1","NDUFB11"
"PRKCA",0,1.2406097341374,0.381,0.166,0,"1","PRKCA"
"HIVEP2",0,1.48745659873383,0.37,0.156,0,"1","HIVEP2"
"TOMM6",0,1.14670274498741,0.515,0.303,0,"1","TOMM6"
"PRPF8",0,1.23161050133145,0.458,0.247,0,"1","PRPF8"
"TMC6",0,1.40504975880015,0.403,0.192,0,"1","TMC6"
"UBXN1",0,0.999541727146679,0.583,0.372,0,"1","UBXN1"
"S1PR4",0,1.1079631569633,0.448,0.238,0,"1","S1PR4"
"TAGAP",0,0.718445562701464,0.421,0.212,0,"1","TAGAP"
"RPS12",0,1.75248746506099,0.998,0.789,0,"1","RPS12"
"PAXX",0,1.31751438747338,0.421,0.213,0,"1","PAXX"
"TTC39C",0,1.51385687037562,0.411,0.203,0,"1","TTC39C"
"PSIP1",0,1.15402663609359,0.459,0.253,0,"1","PSIP1"
"TMEM238",0,2.30825262445939,0.301,0.098,0,"1","TMEM238"
"RSL1D1",0,1.45054661302997,0.45,0.248,0,"1","RSL1D1"
"IMPDH2",0,2.59142082908509,0.285,0.084,0,"1","IMPDH2"
"NAP1L4",0,1.164045994018,0.497,0.298,0,"1","NAP1L4"
"SCML4",0,1.53646132118592,0.331,0.134,0,"1","SCML4"
"CORO1B",0,1.85683267395922,0.349,0.152,0,"1","CORO1B"
"KMT2A",0,1.24199651180223,0.457,0.261,0,"1","KMT2A"
"SNHG32",0,1.57033017758565,0.389,0.193,0,"1","SNHG32"
"ZC3H12B",0,1.6723275233173,0.271,0.076,0,"1","ZC3H12B"
"C1QBP",0,1.59646870135595,0.407,0.212,0,"1","C1QBP"
"ATF7IP2",0,1.86820852382636,0.324,0.13,0,"1","ATF7IP2"
"PPP2R1A",0,1.46290211757156,0.36,0.166,0,"1","PPP2R1A"
"CD8A",0,1.49650867673806,0.312,0.119,0,"1","CD8A"
"HSPD1",0,1.64899600486415,0.377,0.185,0,"1","HSPD1"
"SF3A2",0,1.76547538903641,0.309,0.119,0,"1","SF3A2"
"ALKBH7",0,1.35216910716753,0.426,0.237,0,"1","ALKBH7"
"LINC02446",0,2.15082515996573,0.267,0.078,0,"1","LINC02446"
"ANK3",0,1.30503722394824,0.283,0.096,0,"1","ANK3"
"CHMP7",0,2.68007041486342,0.256,0.071,0,"1","CHMP7"
"RASAL3",0,1.45079737997194,0.351,0.166,0,"1","RASAL3"
"CCND2",0,1.62545357169329,0.314,0.132,0,"1","CCND2"
"IMP3",0,1.58496292150623,0.351,0.169,0,"1","IMP3"
"OXA1L",0,1.59962246586081,0.344,0.164,0,"1","OXA1L"
"RPLP1",0,1.35108539002727,0.998,0.819,0,"1","RPLP1"
"METTL26",0,1.6894536011069,0.331,0.152,0,"1","METTL26"
"PVRIG",0,1.7121066174386,0.267,0.089,0,"1","PVRIG"
"TRIM28",0,1.80244106175799,0.294,0.116,0,"1","TRIM28"
"SLC35F1",0,2.38622906937894,0.255,0.081,0,"1","SLC35F1"
"HLA-B",0,0.509359644062482,0.997,0.824,0,"1","HLA-B"
"FHIT",0,1.94756720416773,0.263,0.09,0,"1","FHIT"
"MLLT3",0,1.58379326155905,0.294,0.121,0,"1","MLLT3"
"TRADD",0,1.80224622733001,0.317,0.145,0,"1","TRADD"
"PYCR2",0,1.60654137361468,0.265,0.094,0,"1","PYCR2"
"SNHG16",0,1.80006566933562,0.307,0.136,0,"1","SNHG16"
"LY9",0,1.75868688665823,0.276,0.106,0,"1","LY9"
"RGCC",0,1.52822231934399,0.278,0.11,0,"1","RGCC"
"HLA-A",0,0.696737100361108,0.994,0.84,0,"1","HLA-A"
"TMSB4X",0,0.258098588278936,0.996,0.846,0,"1","TMSB4X"
"UBA52",0,0.436256553201345,0.99,0.865,0,"1","UBA52"
"TPT1",0,0.834714849440914,0.998,0.931,0,"1","TPT1"
"P2RY8",2.38029117932934e-307,1.08701001434422,0.481,0.276,7.5888443379378e-303,"1","P2RY8"
"MDFIC",3.46630215167938e-306,1.61528110638909,0.349,0.171,1.10512645199842e-301,"1","MDFIC"
"DDX24",3.03402969588216e-305,0.947125068767745,0.529,0.317,9.67309347641151e-301,"1","DDX24"
"LINC01138",5.52168133126957e-304,1.58942121891351,0.313,0.142,1.76042244203536e-299,"1","LINC01138"
"ATP5MC3",7.52793646354182e-304,0.999984828754997,0.513,0.3,2.4000567033064e-299,"1","ATP5MC3"
"TGFBR2",1.68014396212824e-302,0.942895144126764,0.549,0.334,5.35663498005725e-298,"1","TGFBR2"
"PARP1",1.58515243932552e-300,1.61364983881369,0.328,0.156,5.05378300705762e-296,"1","PARP1"
"RORA",1.65392484291577e-300,1.06961234772496,0.437,0.226,5.27304318418406e-296,"1","RORA"
"C19orf53",5.88621298035309e-300,1.0108622831912,0.54,0.342,1.87664242239617e-295,"1","C19orf53"
"VAMP2",7.09519741364756e-300,0.463062456309139,0.612,0.389,2.26209083941912e-295,"1","VAMP2"
"TOMM20",4.02140308596303e-299,0.961670524751544,0.545,0.335,1.28210373186673e-294,"1","TOMM20"
"VPS51",7.35805848257148e-299,1.45752538584089,0.393,0.214,2.34589620541344e-294,"1","VPS51"
"NDUFB9",1.3049381928075e-298,1.02595228609323,0.512,0.315,4.16040394630888e-294,"1","NDUFB9"
"RGS10",7.45917511824921e-298,0.329960590713907,0.58,0.376,2.37813421120021e-293,"1","RGS10"
"RESF1",1.19346120252119e-296,0.563173349269224,0.556,0.332,3.80499300587805e-292,"1","RESF1"
"RPL23",1.02884751890241e-293,0.344499361607058,0.875,0.51,3.28017165976465e-289,"1","RPL23"
"ATP5F1B1",3.95929013410652e-293,0.837776707185182,0.6,0.394,1.26230088055584e-288,"1","ATP5F1B"
"NDUFB8",8.17174383527224e-293,1.00017277894718,0.541,0.344,2.60531536956149e-288,"1","NDUFB8"
"ITPKB",2.10749991152819e-292,1.60271870623036,0.295,0.132,6.71913121793417e-288,"1","ITPKB"
"TTC3",4.17154760440934e-290,1.30772668977006,0.417,0.231,1.32997280723779e-285,"1","TTC3"
"ERGIC3",9.55887843241245e-289,1.4203488716226,0.353,0.178,3.04756162182174e-284,"1","ERGIC3"
"SLC2A4RG",4.57813096541221e-288,1.76015643282852,0.265,0.11,1.45959971439272e-283,"1","SLC2A4RG"
"NSMCE1",2.0033263816583e-287,1.87146451906584,0.282,0.126,6.38700517000298e-283,"1","NSMCE1"
"BUB3",2.05637733021653e-287,1.37581981144823,0.376,0.198,6.55614220419634e-283,"1","BUB3"
"DDIT4",3.89720604342709e-287,0.998526099920088,0.429,0.228,1.24250723076543e-282,"1","DDIT4"
"VIM",4.10677987417362e-287,0.345073594709429,0.941,0.652,1.30932355948404e-282,"1","VIM"
"CNBP",1.67117249469527e-286,0.478506143688467,0.731,0.516,5.32803214758745e-282,"1","CNBP"
"GZMM",2.57680749251343e-286,0.652459914691627,0.477,0.242,8.21537764763131e-282,"1","GZMM"
"HP1BP3",1.69361896560742e-282,0.821656829302409,0.563,0.362,5.39959598614956e-278,"1","HP1BP3"
"TRMT112",2.61986571100868e-281,0.93443226530426,0.503,0.311,8.35265585983788e-277,"1","TRMT112"
"TRAPPC6A",3.64302373597005e-281,1.7508025409038,0.283,0.127,1.16146882750197e-276,"1","TRAPPC6A"
"CHD3",2.43567730494365e-280,1.50995411208277,0.329,0.161,7.76542638362133e-276,"1","CHD3"
"KRTCAP2",1.60520897811815e-278,0.926586187382501,0.534,0.339,5.11772726403629e-274,"1","KRTCAP2"
"SAMHD1",9.89428605175276e-278,0.592412996426813,0.598,0.344,3.15449627901982e-273,"1","SAMHD1"
"HNRNPU",7.05442679691557e-276,0.600540756114783,0.667,0.449,2.24909235139262e-271,"1","HNRNPU"
"RASGRP1",3.13572211272082e-275,1.24147161586731,0.355,0.174,9.99730923977653e-271,"1","RASGRP1"
"SFXN1",3.58214067032795e-274,1.73873975421822,0.261,0.111,1.14205808851396e-269,"1","SFXN1"
"SPCS1",4.87886305970773e-269,0.934157521817792,0.522,0.337,1.55547912069602e-264,"1","SPCS1"
"CCT7",1.54018885063262e-267,1.49315654209144,0.347,0.181,4.91043009358692e-263,"1","CCT7"
"ST131",6.05780625858587e-266,0.96779461985177,0.554,0.375,1.93134979136235e-261,"1","ST13"
"PTGES3",7.04405501699351e-266,0.839939491693814,0.6,0.412,2.24578562051787e-261,"1","PTGES3"
"DCXR",2.94685658150178e-265,1.52356113512633,0.315,0.154,9.39516815314397e-261,"1","DCXR"
"XBP1",2.75008546701755e-263,1.29202987199613,0.398,0.223,8.76782248594535e-259,"1","XBP1"
"PDE7A",6.74829673630577e-262,1.01454068376628,0.428,0.238,2.151491965469e-257,"1","PDE7A"
"CD37",7.15868954867523e-261,0.29320052136725,0.809,0.544,2.28233340190864e-256,"1","CD37"
"SYTL1",1.2045194281147e-260,1.2789220451771,0.347,0.178,3.8402488407153e-256,"1","SYTL1"
"ANAPC16",1.72099872771848e-260,0.899291499557121,0.544,0.356,5.48688814371207e-256,"1","ANAPC16"
"RHOF",2.6393174726277e-259,1.14839550316074,0.32,0.154,8.41467196623163e-255,"1","RHOF"
"RPS17",2.40704056879267e-258,0.32167402251038,0.79,0.472,7.67412674142478e-254,"1","RPS17"
"SIGIRR",6.76948860059761e-258,1.22981974650653,0.377,0.204,2.15824835564253e-253,"1","SIGIRR"
"TNRC6C",9.52006530632125e-258,1.10046466660371,0.383,0.201,3.03518722096134e-253,"1","TNRC6C"
"PSMA1",1.94144282800822e-257,1.04070823644844,0.477,0.295,6.18970802425582e-253,"1","PSMA1"
"NUCB2",4.43955851069197e-257,1.25512076288811,0.35,0.18,1.41542004437882e-252,"1","NUCB2"
"PIM11",1.3383298349572e-256,0.984817082562549,0.439,0.257,4.26686317981053e-252,"1","PIM1"
"CITED2",1.28477420390714e-253,1.39989422324445,0.312,0.153,4.09611711689674e-249,"1","CITED2"
"NHP2",1.18899392469764e-251,1.58163712246115,0.32,0.165,3.79075043072101e-247,"1","NHP2"
"CDC37",6.81140593295817e-251,1.03427491816238,0.439,0.265,2.17161243954572e-246,"1","CDC37"
"ARL6IP4",5.09517419872742e-250,0.835380139837485,0.554,0.368,1.62444343803828e-245,"1","ARL6IP4"
"SRP9",1.77310511427734e-249,1.14869972899188,0.437,0.268,5.65301372533903e-245,"1","SRP9"
"MATR3",1.44058671882377e-248,0.976505934810358,0.477,0.294,4.59287857695394e-244,"1","MATR3"
"ARL6IP5",2.21549727989549e-248,0.599323419793843,0.642,0.427,7.0634484277628e-244,"1","ARL6IP5"
"NHERF1",4.51207678339224e-248,0.698276534369569,0.438,0.242,1.43854032008111e-243,"1","NHERF1"
"SF3A1",3.15270324270706e-247,1.02036692220019,0.344,0.179,1.00514484783987e-242,"1","SF3A1"
"HNRNPL",7.26076273792854e-247,0.866413180718283,0.462,0.283,2.31487637610638e-242,"1","HNRNPL"
"ARGLU1",1.42915102770155e-245,0.74849376284127,0.578,0.385,4.55641930651807e-241,"1","ARGLU1"
"SERP1",2.86836972215772e-245,0.490788312372157,0.704,0.473,9.14493634818324e-241,"1","SERP1"
"NDUFA11",1.16917124988015e-243,0.776124313249785,0.554,0.367,3.72755177886789e-239,"1","NDUFA11"
"SRPRA",2.53072824500834e-243,1.27000693135838,0.323,0.165,8.06846779073559e-239,"1","SRPRA"
"EWSR1",3.48933321733068e-242,1.00350596035989,0.427,0.256,1.11246921634937e-237,"1","EWSR1"
"SFPQ",5.62666914470499e-240,0.895892787327028,0.499,0.321,1.79389465671484e-235,"1","SFPQ"
"FMNL1-DT",2.03011300367231e-238,1.44287819967942,0.267,0.122,6.47240627830805e-234,"1","FMNL1-DT"
"THAP11",4.43473265384945e-238,1.65861538239178,0.25,0.112,1.41388146470028e-233,"1","THAP11"
"RPS11",4.89634780068046e-236,0.257815475920726,0.957,0.66,1.56105360581294e-231,"1","RPS11"
"MPHOSPH8",2.36435474596493e-233,0.916320747989656,0.465,0.289,7.53803580108539e-229,"1","MPHOSPH8"
"NUP210",3.33271779730081e-233,1.44160183605311,0.314,0.163,1.06253708813544e-228,"1","NUP210"
"CASK",1.10336956341294e-232,1.32733031492605,0.303,0.149,3.51776284207313e-228,"1","CASK"
"HLA-F",1.10918959342782e-232,0.514262633700966,0.661,0.443,3.53631826176659e-228,"1","HLA-F"
"CCT4",1.28328480089141e-232,1.34939694705198,0.38,0.224,4.09136860220199e-228,"1","CCT4"
"TNFSF8",1.19479560465102e-230,1.55543873618884,0.272,0.13,3.80924734674837e-226,"1","TNFSF8"
"NBDY",2.36635305539404e-229,1.49977467510078,0.296,0.148,7.54440681120728e-225,"1","NBDY"
"SHFL",5.83557473204529e-229,1.56962922416211,0.26,0.121,1.86049793607068e-224,"1","SHFL"
"UBE2D2",9.65079698201524e-229,0.61311984294648,0.623,0.43,3.0768670938061e-224,"1","UBE2D2"
"LSM7",1.84908522575282e-227,1.08372487014235,0.453,0.286,5.89525351674514e-223,"1","LSM7"
"SRM",5.78400580892284e-227,1.66556477789613,0.269,0.13,1.84405673200078e-222,"1","SRM"
"CHCHD2",7.95279134470825e-227,0.495971685114237,0.765,0.531,2.53550893651989e-222,"1","CHCHD2"
"DAD1",2.26736754980778e-225,0.827531023052386,0.484,0.316,7.22882122229716e-221,"1","DAD1"
"MBNL1",5.01762258293739e-224,0.334980325051085,0.846,0.569,1.5997184318921e-219,"1","MBNL1"
"EIF3D",2.19814222302943e-223,1.01604922912494,0.467,0.302,7.00811703546243e-219,"1","EIF3D"
"DEF6",1.20783894728057e-221,1.11996284103436,0.36,0.203,3.85083213171991e-217,"1","DEF6"
"CD2",4.88789726757557e-221,0.746238868445069,0.404,0.214,1.55835940684844e-216,"1","CD2"
"SLFN12L",5.379967308611e-221,1.15017457599502,0.308,0.151,1.71524117733136e-216,"1","SLFN12L"
"GLG1",8.72194307512346e-220,0.918504951784919,0.469,0.298,2.78072989121086e-215,"1","GLG1"
"SLC25A3",1.00864448179353e-219,0.66750794145106,0.581,0.388,3.21576033685412e-215,"1","SLC25A3"
"SNHG8",1.52864326289839e-219,0.967549178077522,0.416,0.245,4.87362045077265e-215,"1","SNHG8"
"H2AZ2",1.87908987326909e-218,0.960326371868116,0.436,0.272,5.99091433395651e-214,"1","H2AZ2"
"HSP90B1",8.68088023163496e-217,0.840144329144809,0.497,0.322,2.76763823544986e-212,"1","HSP90B1"
"RAPGEF6",4.36581725570234e-216,0.953180979176041,0.389,0.221,1.39190985746302e-211,"1","RAPGEF6"
"TNFAIP8",2.26155048254843e-215,0.785919928197901,0.489,0.307,7.21027524846092e-211,"1","TNFAIP8"
"AUP1",3.50859556280818e-215,1.2613469085554,0.311,0.163,1.1186104373345e-210,"1","AUP1"
"BCAP31",1.42791091607973e-214,0.61572730131475,0.436,0.266,4.55246558264539e-210,"1","BCAP31"
"MRPS21",1.55680768378245e-214,1.17593085053045,0.392,0.238,4.96341425743522e-210,"1","MRPS21"
"CHCHD10",2.03060324692882e-212,1.18001591028048,0.387,0.233,6.47396927185846e-208,"1","CHCHD10"
"GRAP2",4.85433070010783e-211,0.452264783264893,0.308,0.152,1.54765771380838e-206,"1","GRAP2"
"TAF15",1.1907603808105e-210,1.09569395135754,0.419,0.261,3.79638224610002e-206,"1","TAF15"
"S100A10",4.30279289999231e-210,0.360466154961534,0.71,0.468,1.37181643237555e-205,"1","S100A10"
"SUPT3H",5.32469317678067e-210,1.35088804907744,0.263,0.124,1.69761867862121e-205,"1","SUPT3H"
"SLC25A5",2.53093291358776e-208,0.780876245386137,0.507,0.329,8.06912031510049e-204,"1","SLC25A5"
"DDX39B",6.51795327397604e-206,1.12735146958388,0.382,0.232,2.07805386280904e-201,"1","DDX39B"
"FOXO1",2.52117052506178e-205,0.791989936728639,0.403,0.234,8.03799586800195e-201,"1","FOXO1"
"CCT3",2.94614012975531e-205,1.38682420261371,0.346,0.202,9.39288396168589e-201,"1","CCT3"
"EZR",3.57435468177383e-203,0.811390223617064,0.445,0.279,1.13957575964313e-198,"1","EZR"
"BIN1",8.10507976176151e-203,1.4197035378891,0.299,0.159,2.58406152964481e-198,"1","BIN1"
"CYTIP",4.73613852310653e-202,0.43271432201595,0.607,0.417,1.50997568393682e-197,"1","CYTIP"
"COX6C",1.04702137450949e-201,0.65898945104929,0.603,0.403,3.33811354621116e-197,"1","COX6C"
"NME3",1.89907650213973e-201,1.3820316958842,0.315,0.175,6.05463570412188e-197,"1","NME3"
"HSP90AA1",2.72395792378674e-201,0.381740662821732,0.758,0.521,8.68452265261689e-197,"1","HSP90AA1"
"BANF1",6.06616569512497e-201,1.31839631527003,0.331,0.189,1.93401494691974e-196,"1","BANF1"
"CSNK2B",8.77849905726669e-201,0.720340240256203,0.464,0.3,2.79876106943776e-196,"1","CSNK2B"
"COX6A1",5.34864924209468e-200,0.45424245291469,0.653,0.468,1.70525635136462e-195,"1","COX6A1"
"GPI",1.30175230151794e-199,1.23373751305285,0.305,0.164,4.1502466876995e-195,"1","GPI"
"ATP6V1G1",4.4750575749866e-197,0.438691478609266,0.621,0.438,1.42673785605723e-192,"1","ATP6V1G1"
"MFNG",9.57163356451381e-197,1.32776898147585,0.277,0.143,3.05162821303829e-192,"1","MFNG"
"HNRNPUL2",4.22107790937794e-196,1.10760432750063,0.308,0.166,1.34576405906787e-191,"1","HNRNPUL2"
"PRKCQ",5.0063975355593e-196,0.913550291518075,0.33,0.171,1.59613966228702e-191,"1","PRKCQ"
"PSME2",2.00491962565227e-195,0.562412360314407,0.556,0.365,6.39208475050458e-191,"1","PSME2"
"ARHGAP4",2.41490203774322e-195,0.852438169201567,0.404,0.25,7.69919067673292e-191,"1","ARHGAP4"
"SRRM2",6.93890751744933e-195,0.469319288465731,0.668,0.48,2.2122624947132e-190,"1","SRRM2"
"EML4",1.69932830890519e-194,0.637173274254764,0.519,0.339,5.41779851445153e-190,"1","EML4"
"SMARCA2",2.54149425108308e-194,0.901214228170965,0.405,0.25,8.10279197130307e-190,"1","SMARCA2"
"EIF5A",4.87783468412378e-194,0.714821946278664,0.546,0.393,1.55515125399234e-189,"1","EIF5A"
"ITGA4",1.1590090809687e-192,0.981545995907258,0.47,0.306,3.6951527519444e-188,"1","ITGA4"
"CCDC85B",1.80758910885149e-192,0.88743126038574,0.431,0.276,5.76295559684032e-188,"1","CCDC85B"
"APEX1",3.92456668085469e-192,1.50722501645318,0.292,0.159,1.25123034919009e-187,"1","APEX1"
"CCDC18-AS1",3.86140212986233e-191,1.43665657618094,0.27,0.139,1.23109222704271e-186,"1","CCDC18-AS1"
"JAK1",1.58801560134212e-190,0.303840380484289,0.746,0.537,5.06291134019896e-186,"1","JAK1"
"ZBTB20",3.951649581771e-189,0.508350561122251,0.516,0.321,1.25986491966023e-184,"1","ZBTB20"
"EMD",8.937181073557e-188,0.890634741290884,0.299,0.159,2.84935206987144e-183,"1","EMD"
"NUMA1",7.05296961174404e-187,1.39894753245189,0.276,0.146,2.24862777161624e-182,"1","NUMA1"
"CIB1",7.93007550912538e-187,0.71588594406115,0.476,0.318,2.52826667381935e-182,"1","CIB1"
"ZNF706",1.89712696018842e-185,1.16294066515067,0.369,0.229,6.04842017447272e-181,"1","ZNF706"
"ILF3",2.03681661099151e-185,1.25010213566004,0.336,0.198,6.49377871916312e-181,"1","ILF3"
